PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
CA-W-2576,VIADER VINEYARDS,,1120 DEER PARK RD,DEER PARK,CA,94576,NAPA
CA-W-15004,"THREE GUYS AND A GIRL, INC.",VITA LUCE CELLARS,3801 ARTESIA AVE,FULLERTON,CA,92833,NAPA
CA-W-23965,BENJAMIN BLAKE HEROD,RADICLE WINE CO,10295 WESTSIDE RD,HEALDSBURG,CA,95448,NAPA
CA-W-17665,"ONESTA WINES, LLC",ONESTA WINES,1620 S WHITE HALL LN,HELENA,CA,94574,NAPA
CA-W-15480,"1-800-WINESHOP.COM, INC.",1-800-WINESHOP,560 TECHNOLOGY WAY,NAPA,CA,94558,NAPA
CA-W-16607,"1-800-WINESHOP.COM, INC.",1-800-WINESHOP,2545 NAPA VALLEY CORPORATE DR STE C,NAPA,CA,94558,NAPA
CA-W-15295,"13 APPELLATIONS, LLC",,3266 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-15388,"26 BRIX, LLC",B CELLARS,703 OAKVILLE CROSS RD,NAPA,CA,94558,NAPA
CA-W-21381,"8687 FAMILY WINE COMPANY, LLC",SIBLING RIVALRY,1201 DARMS LN,NAPA,CA,94558,NAPA
CA-W-21016,"9 DRAGON CELLARS, LLC",,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-17155,A. FAUSTINI WINES LLC,A. FAUSTINI WINES,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-22910,AARON BUONCRISTIANI LLC,,918 ENTERPRISE WAY STE G I,NAPA,CA,94558,NAPA
CA-W-22907,ACHESON WINES LLC,ACHESON WINES,2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-15351,"ACKERMAN FAMILY VINEYARDS, LLC",ACKERMAN FAMILY,24 BLUE OAK LN,NAPA,CA,94558,NAPA
CA-W-16515,AGU ENTERPRISES LLC,,3807 MONTICELLO RD,NAPA,CA,94558,NAPA
CA-W-23228,ALEXANDRIE CELLARS LLC,ALEXANDRIE CELLARS,55 ENTERPRISE CT UNIT 5,NAPA,CA,94558,NAPA
CA-W-21534,ALLAN CHRISTENSEN & KRISTIN METSON,AMAZON RANCH WINERY,3738 LINDA VISTA AVE,NAPA,CA,94558,NAPA
CA-W-20237,ALTA WINES LLC,ALTA,2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-2520,"ALTAMURA WINERY, INC.",ALTAMURA WINERY,1700 WOODEN VALLEY RD,NAPA,CA,94558,NAPA
CA-W-21842,ALYRIS VINEYARDS LIMITED,ALYRIS VINEYARDS,2840 MONTICELLO RD,NAPA,CA,94558,NAPA
CA-W-16517,"AMETHYST, LLC",,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA
CA-W-16972,"AMICUS CELLARS II, LLC",X WINERY,2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-20147,ANANTAAH WINE INCORPORATED,ANANTAAH,5225 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-15940,"ANCIEN WINES, INC.",ANCIEN,1221 DUHIG RD,NAPA,CA,94559,NAPA
CA-W-16305,"ANDERS-LANE ARTISAN WINES, L.P.",ANDERS-LANE ARTISAN WINES,5225 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-3000,ANDREW MICHAEL ELLICOCK,ELLICOCK FAMILY WINERY,136 KIRKLAND RANCH RD,NAPA,CA,94558,NAPA
CA-W-16247,"ANGEL'S SHARE INTERNATIONAL, INC.",THE BLACK BOTTLE,270 KREUZER LN,NAPA,CA,94559,NAPA
CA-W-15904,"ANIMO, L.P.",ANIMO,5330 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-16904,"ANTHEM WINERY AND VINEYARDS, LLC",,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-1719,ANTHONY M. TRUCHARD,TRUCHARD VINEYARDS,3234 OLD SONOMA RD,NAPA,CA,94559,NAPA
CA-W-16621,ANTINORI CALIFORNIA,,3700 SODA CANYON RD,NAPA,CA,94558,NAPA
CA-W-20276,ANU WINES LLC,,830 LATOUR CT,NAPA,CA,94559,NAPA
CA-W-17742,"APOSTROPHE CELLARS, LLC",APOSTROPHE CELLARS,620 TRANCAS ST,NAPA,CA,94558,NAPA
CA-W-21659,APPELLATION TRADING COMPANY LLC,APPELLATION TRADING COMPANY,55 ENTERPRISE CT STE 5,NAPA,CA,94558,NAPA
CA-W-21590,"APPELLATIONS, LP MARCON INVESTMENTS MANAGEMENT, LLC, GP",ITALICS WINEGROWERS,40 RAPP LN,NAPA,CA,94558,NAPA
CA-W-2814,"ARCHANGEL INVESTMENTS, LLC",BALDACCI WINERY,6236 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-23706,"ARIETTA, INC.",ARIETTA,5398 CARNEROS HWY,NAPA,CA,94559,NAPA
CA-W-17529,"ARNS FAMILY VINEYARDS, LLC",TOURNESOL,1221 DUHIG RD,NAPA,CA,94559,NAPA
CA-W-22739,"ASTRODYNAMIC WINES, LLC",OCEANO WINES,40 RAPP LN,NAPA,CA,94558,NAPA
CA-W-3391,AUTUMN MOON WINE CELLARS LLC,AUTUMN MOON CELLARS,3310 SCENIC DR,NAPA,CA,94558,NAPA
CA-W-3314,"AVATAR VINTNERS, INC.",,1006 MONTICELLO RD,NAPA,CA,94558,NAPA
CA-W-16938,"AVENUE WINE COMPANY, LLC",AVENUE WINE COMPANY,3304 SCENIC DR,NAPA,CA,94558,NAPA
CA-W-17301,AVER FAMILY VINEYARDS LLC,,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-2236,"AWG, LTD.",ANDRETTI WINERY,4162 BIG RANCH RD,NAPA,CA,94558,NAPA
CA-W-21301,"AXIOS, INC.",AXIOS WINES,2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-22148,AZUR WINES LLC,,15 CHATEAU LN,NAPA,CA,94558,NAPA
CA-W-23328,"B WISE VINEYARDS, LLC",,5537 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-21758,"B WISE VINEYARDS, LLC",,270 KREUZER LN,NAPA,CA,94559,NAPA
CA-W-2634,"BACIO DIVINO CELLARS, LLC",BACIO DIVINO CELLARS,703 OAKVILLE CROSS RD,NAPA,CA,94558,NAPA
CA-W-21741,BALL WINES LLC,BRICK ANGEL,902 ENTERPRISE WAY STE P,NAPA,CA,94558,NAPA
CA-W-2787,"BARREL TEN QUARTER CIRCLE, INC.","BARREL TEN QUARTER CIRCLE, INC",33 HARLOW CT,NAPA,CA,94558,NAPA
CA-W-3313,"BART ENTERPRISES, INC.",,6015 STEELE CANYON RD SUITE A,NAPA,CA,94558,NAPA
CA-W-16150,BARTALOTTI WINE COMPANY,BARTALOTTI WINE COMPANY,901 ENTERPRISE WAY SUITE B,NAPA,CA,94558,NAPA
CA-W-22377,"BAW, INC.",BLUE APRON WINE,2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-23438,BAY WINE GROUP,,55 ENTERPRISE CT STE 5,NAPA,CA,94558,NAPA
CA-W-22518,"BAZAN CELLARS, LLC",,1721 PARTRICK RD,NAPA,CA,94558,NAPA
CA-W-17373,"BELLO FAMILY VINEYARD, LLC",BELLO FAMILY VINEYARD,55 ENTERPRISE DR #5,NAPA,CA,94558,NAPA
CA-W-23257,BFW ENTERPRISES LLC,BENTON FAMILY WINES,880 VALLEJO ST,NAPA,CA,94559,NAPA
CA-W-2716,"BIGHORN CELLARS, LLC",BIGHORN CELLARS,2731 & 2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-21535,BIGRANCH PROPERTIES LLC,JUNGLE LOVE VINEYARD,4326 BIG RANCH RD,NAPA,CA,94558,NAPA
CA-W-15591,"BIN TO BOTTLE, LLC",BIN TO BOTTLE,110 -122 CAMINO ORUGA,NAPA,CA,94558,NAPA
CA-W-15990,"BLACK COYOTE CHATEAU, LLC",BLACK COYOTE,110 CAMINO ORUGA,NAPA,CA,94558,NAPA
CA-W-22353,"BLACKBIRD VINEYARDS, LLC",,831 LATOUR CT STE C,NAPA,CA,94558,NAPA
CA-W-23298,BLUE FARM LLC,BLUE FARM,1240 DUHIG RD,NAPA,CA,94558,NAPA
CA-W-22389,"BLUE FROG WINES, INC.",BLUE FROG WINERY,901 ENTERPRISE WAY STE C,NAPA,CA,94558,NAPA
CA-W-17594,"BNA WINE GROUP, LLC",BNA WINE GROUP,707 TECHNOLOGY WAY,NAPA,CA,94558,NAPA
CA-W-23829,"BOLENOLOGY, LLC",REHAB WINE,5225 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-17441,"BOLENOLOGY, LLC",FORTHRIGHT WINERY,2253 DRY CREEK RD,NAPA,CA,94558,NAPA
CA-W-1598,"BOUCHAINE VINEYARDS, INC.",BOUCHAINE VINEYARDS,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA
CA-W-3545,"BOURASSA WINE GROUP, LLC",BOURASSA VINEYARDS,"190 CAMINO ORUGA SUITES H,J",NAPA,CA,94558,NAPA
CA-W-16857,BOYANCI LLC,,1221 DUHIG RD,NAPA,CA,94559,NAPA
CA-W-15715,"BOYD FAMILY VINEYARDS, LLC",BOYD FAMILY VINEYARDS,4326 BIG RANCH RD,NAPA,CA,94558,NAPA
CA-W-20106,BRADFORD SCOTT KITSON,KITSON WINES,2253 DRY CREEK RD,NAPA,CA,94558,NAPA
CA-W-23769,"BRANDON GREGORY ESTATE, LLC","BRANDON GREGORY ESTATE, LLC",15 CHATEAU LN,NAPA,CA,94558,NAPA
CA-W-2356,"BROMAN & ASSOCIATES, INC.",BROMAN CELLARS,5400 OLD SONOMA RD,NAPA,CA,94559,NAPA
CA-W-21389,"BROOKSIDE WINERY, LLC",BROOKSIDE WINERY,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA
CA-W-16414,BROVELLI-BETTINI LLC,BROVELLI-BETTINI WINERY,3211 TWIN OAKS DR,NAPA,CA,94558,NAPA
CA-W-23721,BUHMAN ESTATE VINEYARDS LLC,BUHMAN FAMILY VINEYARDS,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA
CA-W-17657,"BUON VINO, INC.",BUON VINO,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-3423,"BUONCRISTIANI WINE CO., LLC",BUONCRISTIANI WINE CO.,"45 ENTERPRISE CT 1, 3 & 4",NAPA,CA,94558,NAPA
CA-W-21852,"BUSELLI FAMILY WINES, LLC",BUSELLI FAMILY WINES,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA
CA-W-23517,BXT BUBBLES BY TOM LLC,BXT BUBBLES BY TOM,3548 SANDYBROOK LN,NAPA,CA,94558,NAPA
CA-W-21540,"CA' MOMI WINERY, LLC",,2125 CUTTINGS WHARF RD,NAPA,CA,94559,NAPA
CA-W-3012,"CALDWELL WINERY, LLC",CALDWELL VINEYARD,270 KREUZER LN,NAPA,CA,94559,NAPA
CA-W-23099,"CANNATELLI WINES, LLC",CANNATELLI WINES,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-23703,"CARDANO WINES, LLC",CARDANO ESTATES,110 - 122 CAMINO ORUGA,NAPA,CA,94558,NAPA
CA-W-17056,"CARNEROS WINE COMPANY, INC.",CARNEROS WINE COMPANY,1134 DEALY LN,NAPA,CA,94559,NAPA
CA-W-16495,CASPAR WINE LLC,,620 TRANCAS ST,NAPA,CA,94558,NAPA
CA-W-22343,"CASTIEL ESTATE, LLC",CASTIEL ESTATE,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-21485,"CASTRUCCI WINES, LLC",CASTRUCCI WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA
CA-W-22704,CATHOLICA SOCIETATE,BISHOP'S VINEYARD,2747 & 2731 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-17247,"CEDAR KNOLL VINEYARDS, INC.",CEDAR KNOLL VINEYARDS,4029 HAGEN RD,NAPA,CA,94558,NAPA
CA-W-16136,"CELIA WELCH WINES, LLC",CORRA WINES,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-21767,CENTURION FAMILY VINEYARD LLC,CENTURION FAMILY VINEYARD,110 CAMINO ORUGA,NAPA,CA,94558,NAPA
CA-W-24056,"CERRUTI CELLARS, INC.",CERRUTI CELLARS,2731 2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-23570,"CHATEAU NOIR VINEYARDS, LLC",,3010 CUTTINGS WHARF RD,NAPA,CA,94599,NAPA
CA-W-21166,"CHATEAU POTELLE HOLDINGS, LLC",CHATEAU POTELLE,1721 PARTRICK RD,NAPA,CA,94558,NAPA
CA-W-23237,"CHATEAU POTELLE HOLDINGS, LLC",VGS CHATEAU POTELLE,45 ENTERPRISE COURT CT BLDG 1-4 & 7,NAPA,CA,94558,NAPA
CA-W-2837,"CHIMNEY ROCK WINERY, LLC",CHIMNEY ROCK WINERY,5350 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-17340,"CIELO MALIBU ESTATE VINEYARDS, LLC",CIELO MALIBU ESTATE VINEYARDS,5225 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-17662,CLARA STREET COMPANY,,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-22526,"CLIF BAR FAMILY WINERY AND FARM, LLC",CLIF FAMILY WINERY,4326 BIG RANCH RD,NAPA,CA,94558,NAPA
CA-W-778,"CLOS DU VAL WINE COMPANY, LTD.",CLOS DU VAL WINE COMPANY,5330 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-24027,"COASTAL VITICULTURAL CONSULTANTS, INC.",RAHN ESTATE,5225 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-23248,COBBLESTONE VINEYARDS LLC,COBBLESTONE VINEYARDS,7850 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-15896,COCKERELL WINE CONSULTING LLC,COQUEREL FAMILY WINE ESTATES,1721 PARTRICK RD,NAPA,CA,94558,NAPA
CA-W-1786,"CODORNIU NAPA, INC.",ARTESA WINERY,1345 HENRY RD,NAPA,CA,94559,NAPA
CA-W-16994,"COHO WINES, LLC",COHO,110 CAMINO ORUGA WAY SUITE M,NAPA,CA,94558,NAPA
CA-W-16951,COLEMAN NICOLE WINES LLC,COLEMAN NICOLE WINES,5225 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-17501,"CONSTELLATION BRANDS U.S. OPERATIONS, INC.",ROBERT MONDAVI WINERY,901 KAISER RD,NAPA,CA,94558,NAPA
CA-W-17663,CONTRAIL VINTNERS LLC,,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA
CA-W-22979,CORNERSTONE CELLARS LLC,,5225 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-17794,CORNERSTONE CELLARS LLC,CORNERSTONE CELLARS,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-22706,"COSTA DEL SOL, LLC",,4038 BIG RANCH RD,NAPA,CA,94558,NAPA
CA-W-2608,CRANE FAMILY VINEYARDS,,1051 BORRETTE LN,NAPA,CA,94558,NAPA
CA-W-15728,CRANE WINE COMPANY LLC,CRANE WINE COMPANY,4038 BIG RANCH RD,NAPA,CA,94558,NAPA
CA-W-21862,CRISTIE KERR WINES LLC,,1221 DUHIG RD,NAPA,CA,94559,NAPA
CA-W-17189,"CULLPEPPER VINEYARDS, INC.",CULLPEPPER VINEYARDS,"45 ENTERPRISE CT STE 1,3,4",NAPA,CA,94558,NAPA
CA-W-23459,CUMMINGS FAMILY WINES LLC,CUMMINGS FAMILY WINES,918 ENTERPRISE WAY STE G & I,NAPA,CA,94558,NAPA
CA-W-17603,"CUNAT PREMIUM VINEYARDS, LLC",CUNAT FAMILY VINEYARDS,4326 BIG RANCH RD,NAPA,CA,94558,NAPA
CA-W-15071,"CUVAISON, INC.",CUVAISON WINERY,1221 DUHIG RD,NAPA,CA,94559,NAPA
CA-W-23084,"CV WINE, LLC",FE WINES,831 LATOUR CT STE C,NAPA,CA,94558,NAPA
CA-W-21189,D'ARTAGNAN WINES CORPORATION,Y ROUSSEAU WINES,902 ENTERPRISE WAY STE O,NAPA,CA,94558,NAPA
CA-W-16065,DA VE WINERY INC.,,2515 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-23985,DANIEL RAY MANIES,DRM WINERY,1758 INDUSTRIAL WAY STE 213,NAPA,CA,94558,NAPA
CA-W-2572,"DARIOUSH KHALEDI WINERY, LLC",,4240 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-3429,"DARMS LANE, LLC",DARMS LANE VINEYARD,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-16223,"DARRIN FAMILY VINEYARDS, LLC",DARRIN FAMILY VINEYARDS,2456 N 3RD AVE,NAPA,CA,94558,NAPA
CA-W-17190,DAVID BECKER,SHORT & SWEET WINES,3541 TWIN OAKS DR,NAPA,CA,94558,NAPA
CA-W-16601,DAVID G. WHITE AND LOIS M. TAKAHASHI,ROSALYND WINERY,901 ENTERPRISE WAY SUITE B,NAPA,CA,94558,NAPA
CA-W-20309,DAVID HUNT,DEFINE WINES,2545 NAPA VALLEY CORPORATE DR STE C,NAPA,CA,94558,NAPA
CA-W-1900,"DAVID, JEANETTE, AARON, AND ERIK BADER",PHOENIX WINERY,3175 DRY CREEK RD,NAPA,CA,94558,NAPA
CA-W-17295,DEJAN NIKITOVIC,ARETE WINES,110 CAMINO ORUGA,NAPA,CA,94559,NAPA
CA-W-3146,DEL DOTTO VINEYARDS,,1055 ATLAS PEAK RD,NAPA,CA,94558,NAPA
CA-W-22350,DEL DOTTO VINEYARDS,PIAZZA DEL DOTTO,7466 SAINT HELENA HWY,NAPA,CA,94558,NAPA
CA-W-23536,"DELGADILLO WINE COMPANY, LLC",DELGADILLO CELLARS,901 ENTERPRISE WAY STE C,NAPA,CA,94558,NAPA
CA-W-16842,"DELGADILLO WINE COMPANY, LLC",DELGADILLO WINE COMPANY,2812 SACRAMENTO ST,NAPA,CA,94558,NAPA
CA-W-17236,DELICATO VINEYARDS,BLACK STALLION WINERY,4089 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-16624,"DESTINO WINE GROUP, LLC",DESTINO WINES,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA
CA-W-17094,DINO DINA,CIMAROSSA VINEYARDS,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-22619,"DOMAINE BEAU-SOLEIL, LLC",RARECAT WINES,4326 BIG RANCH RD,NAPA,CA,94558,NAPA
CA-W-1607,"DOMAINE CARNEROS, LTD.",DOMAINE CARNEROS,1240 DUHIG RD,NAPA,CA,94559,NAPA
CA-W-2023,DON SEBASTIANI & SONS INTERNATIONAL WINE NEGOCIANTS,,520 AIRPARK RD,NAPA,CA,94558,NAPA
CA-W-21382,DRAGON SPIRITZ VINEYARD,DRAGON SPIRITZ VINEYARD,3106 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-16271,DRASELLE HAHN MUSCATINE,MUSCATINE VINEYARD,2410 SODA CANYON RD,NAPA,CA,94558,NAPA
CA-W-22680,"DRISCOLL WINE COMPANY, LLC",DRISCOLL WINE COMPANY,7554 ST. HELENA HWY,NAPA,CA,94558,NAPA
CA-W-16544,DUCKHORN WINE COMPANY,PARADUXX,7257 SILVERADO TRAIL,NAPA,CA,94558,NAPA
CA-W-23443,DUCKHORN WINE COMPANY,MIGRATION,1451 STANLY LN,NAPA,CA,94559,NAPA
CA-W-23365,DUDLEY VINEYARDS LLC,,45 ENTERPRISE CT UNIT 1-4 & 7,NAPA,CA,94558,NAPA
CA-W-16156,E. & J. GALLO WINERY,WILLIAM HILL WINERY,1761 ATLAS PEAK RD,NAPA,CA,94558,NAPA
CA-W-23821,EDV WINES LLC,,2022 IDA ST,NAPA,CA,94558,NAPA
CA-W-22900,"EDWARD LEWIS CELLARS, LLC",EDWARD LEWIS CELLARS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA
CA-W-22134,"EGAN VINEYARDS & OLIVE GROVES, LLC",EGAN VINEYARDS,"520 CALIFORNIA BLVD STE 18,19,20",NAPA,CA,94559,NAPA
CA-W-21616,"ELEGANCE PROPERTIES, LLC",ELEVEN ELEVEN WINES,620 TRANCAS ST,NAPA,CA,94558,NAPA
CA-W-17249,"ELIXIR WINE CO, INC.",ELIXIR WINE CO.,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-23577,"ELKHORN PEAK CELLARS, LLC",ELKHORN PEAK CELLARS,2545 NAPA VALLEY CORPORATE DR STE C,NAPA,CA,94558,NAPA
CA-W-2876,ELLIOTT-SMITH DEVELOPMENT COMPANY,ELAN VINEYARDS,4500 ATLAS PEAK RD,NAPA,CA,94558,NAPA
CA-W-21022,"ELLMAN FAMILY VINEYARDS, LLC",,620 TRANCAS ST,NAPA,CA,94558,NAPA
CA-W-15803,"EMILIAN, LP",PAGE WINE CELLARS,"520 CALIFORNIA BLVD SUITE 18,",NAPA,CA,94559,NAPA
CA-W-21324,"ENTERPRISE WINE COMPANY, LLC",ENTERPRISE WINE COMPANY,910 ENTERPRISE WAY STE M,NAPA,CA,94558,NAPA
CA-W-22766,ERIC & DONNA LYMAN,A GHOST OF A CHANCE,2332 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-23883,ESSERE FRANCO L.P.,ESSERE FRANCO,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-23448,ESTEE HILL VINEYARD LLC,ESTEE HILL VINEYARD,1521 ESTEE AVE,NAPA,CA,94558,NAPA
CA-W-17567,"EUCLID WINES, LLC",EUCLID WINES,2747 & 2731 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-15138,"FALCOR WINE CELLARS, LLC",,2511 NAPA VALLEY CORPORATE DR SUITE 115,NAPA,CA,94559,NAPA
CA-W-15522,FARELLA-PARK VINEYARDS LLC,,2222 N THIRD AVE,NAPA,CA,94558,NAPA
CA-W-17127,"FAVIA ERICKSON WINEGROWERS, LLC",,620 TRANCAS ST,NAPA,CA,94558,NAPA
CA-W-17783,"FAVIA ERICKSON WINEGROWERS, LLC",PLENTY OF ROOM,2031 COOMBSVILLE RD,NAPA,CA,94558,NAPA
CA-W-15322,FINKELSTEIN VINEYARDS,JUDD'S HILL,2332 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-21419,"FIOR DI SOLE, LLC",FIOR DI SOLE,2515 AND 2545 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-16175,"FOLIO WINE COMPANY, LLC",FOLIO WINE COMPANY,610 FIRST ST SUITE CM-9,NAPA,CA,94559,NAPA
CA-W-15894,"FOLIO WINE COMPANY, LLC",FOLIO WINE PARTNERS,2731 & 2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-16401,"FONTANELLA WINES, LLC",FONTANELLA FAMILY WINERY,1721 PARTRICK RD,NAPA,CA,94558,NAPA
CA-W-17085,"FORE FAMILY VINEYARDS, LLC",FORE FAMILY VINEYARDS,5055 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-23358,"FORTUNATI WINERY, LLC",FORTUNATI WINERY,980 SALVADOR AVE,NAPA,CA,94558,NAPA
CA-W-23559,"FORTUNATI WINERY, LLC",FORTUNATI WINERY,4326 BIG RANCH RD,NAPA,CA,94558,NAPA
CA-W-15660,"FOTINOS BROTHERS WINERY, INC.",FOTINOS BROTHERS WINERY,2762 PINE ST,NAPA,CA,94558,NAPA
CA-W-16835,FOUR OLNEY LLC,,2253 DRY CREEK RD,NAPA,CA,94558,NAPA
CA-W-22029,"FOURTH LEAF WINES, LLC",FOURTH LEAF WINES,1907 N KELLY RD,NAPA,CA,94558,NAPA
CA-W-15413,FOX PEAK LLC,FOX PEAK VINEYARDS,4015 ATLAS PEAK RD,NAPA,CA,94558,NAPA
CA-W-23614,"FRESH GRAPES, LLC",FRESH GRAPES,2515 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-21354,"FRISINGER FAMILY, LLC",,2275 DRY CREEK RD,NAPA,CA,94558,NAPA
CA-W-17263,"FULCRUM WINES, LLC",CLOISONNE WINES,110 -122 CAMINO ORUGA,NAPA,CA,94558,NAPA
CA-W-16289,"G GAUTHIER CELLARS, INC.",,1075 BUCHLI STATION RD,NAPA,CA,94559,NAPA
CA-W-17285,"G WINE CELLARS, LLC",G WINE CELLARS,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA
CA-W-15795,"GALLERON SIGNATURE WINES, LLC",GALLERON SIGNATURE WINES,759 LA HOMA DR,NAPA,CA,94558,NAPA
CA-W-15748,"GARGIULO VINEYARD, LLC",,575 OAKVILLE CROSS RD,NAPA,CA,94558,NAPA
CA-W-16629,GARY BRIAN BROOKMAN,BROOKMAN WINE CO.,7850 SILVERADO TRL,NAPA,CA,94558,NAPA
CA-W-2646,"GEORGE ALTAMURA, SR.",STRACK VINEYARD,1 EXECUTIVE WAY,NAPA,CA,94558,NAPA
CA-W-2869,GEORGE O. HENDRY,HENDRY RANCH WINERY,3104 REDWOOD RD,NAPA,CA,94558,NAPA
CA-W-23464,GHOSTPRINTS LLC,,2340 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-23139,GIRONDE CUSTOMS BROKERAGE LLC,THE WINE TRUST,2731 & 2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA
CA-W-23680,GLASSHAUS VINEYARDS LLC,THE 50 BY 50,2332 SILVERADO TRL.,NAPA,CA,94558,NAPA
CA-W-22862,"GLJR WINE, LLC",,201 DEVLIN RD,NAPA,CA,94558,NAPA
CA-W-21899,GOLD COUNTRY ENTERPRISES LLC,VINO GODFATHER,1 EXECUTIVE WAY BLDG 1 & 2,NAPA,CA,94558,NAPA
CA-W-23005,"GOOSE EGG, LLC",EMPATHY WINES,110 -122 CAMINO ORUGA,NAPA,CA,94558,NAPA
CA-W-17664,"GOTT'S HOME, LLC",,2055 HOFFMAN LN,NAPA,CA,94558,NAPA
CA-W-23519,GREATER FOOL WINE LLC,GREATER FOOL WINE,5225 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-22488,GREGORY ROBERT MELANSON,MELANSON VINEYARDS,1721 PARTRICK RD,NAPA,CA,94558,NAPA
CA-W-17582,GREGORY T. CROUSE AND KAREN C. CROUSE,MOUNT VEEDER MAGIC VINEYARDS,1721 PARTICK RD,NAPA,CA,94558,NAPA
CA-W-23342,GRINDSTONE WINES LLC,GRINDSTONE WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA
CA-W-3624,"GROTH VINEYARDS AND WINERY, LLC",,908 ENTERPRISE WAY BLDG A,NAPA,CA,94558,NAPA
CA-W-22220,"GRR VINEYARD, LLC",GEORG RAFAEL VINEYARDS,2253 DRY CREEK RD,NAPA,CA,94558,NAPA
CA-W-20469,"GRR VINEYARD, LLC",GEORG RAFAEL VINEYARDS,5225 SOLANO AVE,NAPA,CA,94558,NAPA
CA-W-17232,"GUARDIAN WINERY, LLC",,2511 NAPA VALLEY CORPORATE DR STE 115,NAPA,CA,94558,NAPA
CA-W-16266,GUFFY FAMILY WINES LLC,GUFFY FAMILY WINES,4015 ATLAS PEAK RD,NAPA,CA,94558,NAPA
CA-W-3279,GUSTAVO LLC,GUSTAVO WINES,902 ENTERPRISE WAY SUITE P,NAPA,CA,94558,NAPA
CA-W-3416,"H DE V, LLC",H DE V,588 TRANCAS ST,NAPA,CA,94558,NAPA
