PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
CA-W-23299,JEFFREY ADKINS,ADKINS FAMILY VINEYARDS,9721 KENT ST,ELK GROVE,CA,95624,SACRAMENTO
CA-W-2793,"GEKKEIKAN SAKE (U.S.A.), INC.",,1136 SIBLEY ST,FOLSOM,CA,95630,SACRAMENTO
CA-WS-21015,JEFF REMPFER,REMPFER CELLARS,727 SUTTER ST #C,FOLSOM,CA,95630,SACRAMENTO
CA-W-23147,"WILLAMETTE VALLEY VINEYARDS, INC.",WILLAMETTE WINEWORKS,824 SUTTER ST,FOLSOM,CA,95630,SACRAMENTO
CA-W-23397,VALENSIN VINEYARD & WINERY,,10675 VALENSIN RD,GALT,CA,95632,SACRAMENTO
CA-W-23351,GARY PALMERO,PALMERO FAMILY VINEYARD,11746 GIUSTI RD,HERALD,CA,95638,SACRAMENTO
CA-W-21983,"WATER INTO WINE, INC.",,15511 ISLETON RD,ISLETON,CA,95641,SACRAMENTO
CA-W-15242,CALIFORNIA CELLARS LLC,,15511 ISLETON RD,ISLETON,CA,95641,SACRAMENTO
CA-W-21927,DONALD JAY PERKINS,LACHAPELLE FAMILY VINEYARD,7551 MOUNTAIN AVE,ORANGEVALE,CA,95662,SACRAMENTO
CA-W-21227,"BEE WISER, LLC",STRAD MEADERY,2539 MERCANTILE DR STE 1,RANCH CORDOVA,CA,95742,SACRAMENTO
CA-W-16506,LET'S TOAST INC,VINTNER'S CELLAR CUSTOM WINERY,12401 FOLSOM BLVD SUITE 204,RANCHO CORDOVA,CA,95742,SACRAMENTO
CA-W-22381,KIMBERLY-JAMES CELLARS,,3333 SUNRISE BLVD STE J,RANCHO CORDOVA,CA,95742,SACRAMENTO
CA-W-23213,SIP AND SAVOR,SIP AND SAVOR,11354 WHITE ROCK RD UNIT 135,RANCHO CORDOVA,CA,95742,SACRAMENTO
CA-W-23313,PATRICK MCGUIRE,SLOUGHHOUSE VINEYARD,13403 SILVA RANCH RD,RANCHO MURIETA,CA,95683,SACRAMENTO
CA-W-21597,"SCAVAR, LLC",SEA NYMPH VINEYARDS,19900 SHERMAN ISLAND CROSSING RD,RIO VISTA,CA,94571,SACRAMENTO
CA-W-16191,JAMES BLAKE LLC,JAMES BLAKE WINES,1412 STEWARD RD,SACRAMENTO,CA,95864,SACRAMENTO
CA-W-23123,"WOLFE HEIGHTS ESTATES, LLC",WOLFE HEIGHTS ESTATES,9440 BAR DU LN,SACRAMENTO,CA,95829,SACRAMENTO
CA-W-23499,"AMBROSE VENTURES, LLC",VOLUPTUARY,8161 BELVEDERE AVE STE C,SACRAMENTO,CA,95826,SACRAMENTO
CA-W-17351,"THE CHATTERTON GROUP, LLC",JASON'S MIDTOWN WINERY,2116 P ST,SACRAMENTO,CA,95816,SACRAMENTO
CA-W-23962,JAMES LANE,YOLIJAY,3621 E WILLIAM WAY,SACRAMENTO,CA,95821,SACRAMENTO
CA-W-21957,"GARBA WINE COMPANY, LLC",PUTAH CREEK WINERY,6917 MC COMBER ST,SACRAMENTO,CA,95828,SACRAMENTO
CA-W-17103,"REVOLUTION WINES, LLC",REVOLUTION WINES,2831 S ST,SACRAMENTO,CA,95816,SACRAMENTO
CA-W-21768,"HERINGER ESTATES WINERY, LLC",HERINGER ESTATES WINERY,8981 DISTRICT CT,SACRAMENTO,CA,95826,SACRAMENTO
CA-W-15967,"FRASINETTI WINERY, LLC",JAS. FRASINETTI & SONS,7395 FRASINETTI RD,SACRAMENTO,CA,95828,SACRAMENTO
CA-W-15493,STUART SPOTO,SPOTO WINES,3630 MEADOW LN,SACRAMENTO,CA,95864,SACRAMENTO
CA-W-15598,VINCENT STERNE,TWO RIVERS CIDER CO,4311 ATTAWA AVE 103,SACRAMENTO,CA,95822,SACRAMENTO
CA-W-23678,"GOOD LIFE PROPERTY, LLC",GOOD LIFE PROPERTY,9005 RIVER RD,SACRAMENTO,CA,95832,SACRAMENTO
CA-W-3355,"SCRIBNER BEND VINEYARDS, INC.",SCRIBNER BEND VINEYARDS,9051 RIVER RD,SACRAMENTO,CA,95832,SACRAMENTO
CA-W-21149,"KAMINSKY WINE COMPANY, LLC",KAMINSKY CELLARS,3351 BUSINESS DR UNIT #103,SACRAMENTO,CA,95820,SACRAMENTO
CA-W-2393,PETER NORMAN MARKS,SIX HANDS WINERY,13783 ISLETON RD,WALNUT GROVE,CA,95690,SACRAMENTO
CA-W-22063,GRAND ISLAND VINEYARDS LLC,,12484 160 HWY,WALNUT GROVE,CA,95615,SACRAMENTO
CA-W-23840,PINNACLES BREWING COMPANY LLC,PINNACLES BREWING COMPANY,3028 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-17029,"THE CORRALITOS WINE COMPANY, LLC",,9970 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-17744,"ENZ VINEYARDS, INC.",ENZ VINEYARDS,1781 LIMEKILN RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-15526,"CARDELLA WINERY, LLC",,10034 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-22842,DUCKHORN WINE COMPANY,CALERA WINE COMPANY,11300 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-16420,"DEROSE WINERY, INC.",DEROSE WINERY,9970 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-3609,"LEAL VINEYARDS, INC.",LEAL ESTATE VINEYARDS,300 MARANATHA DR,HOLLISTER,CA,95023,SAN BENITO
CA-W-22691,INTERVINE CAPITAL CIENEGA VALLEY LLC,EDEN RIFT VINEYARDS,10034 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-15546,WALLACE T. JONES JR,JONES WINERY,6470 VINEYARD DR,HOLLISTER,CA,95023,SAN BENITO
CA-W-15467,"BLACKBURN ENTERPRISES, LLC",PIETRA SANTA WINERY,10034 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-20123,"VDV VENTURES, LLC",,11 LAUREL CT,HOLLISTER,CA,95023,SAN BENITO
CA-W-23252,"CASA DE FRUTA WINERY, LLC",CASA DE FRUTA,6680 PACHECO PASS HWY,HOLLISTER,CA,95023,SAN BENITO
CA-W-22598,DELICATO VINEYARDS,ALBA COAST WINERY,385 PANOCHE RD,PAICINES,CA,95043,SAN BENITO
CA-W-16923,BERNTSEN FAMILY WINES LLC,WILDEYE WINERY,60 BROWN RD,SAN JUAN BAUTISTA,CA,95045,SAN BENITO
CA-W-23098,"KLINE FAMILY VINEYARDS, LLC",ANNEUGENE WINES,741 RIVERSIDE RD,HOLLISTER,CA,95023,SAN BENITO COUNTY
CA-W-22914,SHORELINE CELLARS INC.,WATERS EDGE WINERY - RANCHO CUCAMONGA,8916 FOOTHILL BLVD STE K3,RANCHO CUCAMONGO,CA,91730,SAN BERDINO
CA-W-21219,"SEVEN OAKS, INC.",SEVEN OAKS HOLDING COMPANY,41421 BIG BEAR BLVD,BIG BEAR LAKE,CA,92315,SAN BERNADINO
CA-W-23053,SAMANO CELLARS INC.,SAMANO FAMILY CELLARS,13788 ROSWELL AVE STE 186,CHINO,CA,91710,SAN BERNARDINO
CA-W-23241,ARGONZA ESTATE,ARGONZA CELLARS,13788 ROSWELL AVE STE 186,CHINO,CA,91710,SAN BERNARDINO
CA-W-16628,"WINE DOWN, LLC",WINE DOWN WINERY AND BISTRO,4505 CHINO HILLS PKWY #A,CHINO HILLS,CA,91709,SAN BERNARDINO
CA-W-21979,"SYCAMORE RANCH VINEYARD & WINERY, LLC",SYCAMORE RANCH VINEYARD & WINERY,174 N DART CANYON RD,CRESTLINE,CA,92325,SAN BERNARDINO
CA-W-924,"SAN ANTONIO WINERY, INC.",SAN ANTONIO WINERY,2802 S MILLIKEN AVE,ONTARIO,CA,91761,SAN BERNARDINO
CA-W-22643,SAMBRIDGE CORPORATION,,5230 SMOKE TREE RD,PHELAN,CA,92371,SAN BERNARDINO
CA-W-22268,MOUNTAIN VISTA WINERY & VINEYARD LLC,,10013 8TH ST STE W AND E-1,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
CA-W-23851,PAUL BIANE,BIANE BROTHERS,10013 8TH ST STE T,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
CA-W-512,J. FILIPPI VINTAGE CO.,,12467 BASELINE RD,RANCHO CUCAMONGA,CA,91739,SAN BERNARDINO
CA-W-23929,"WINE TRADITIONS, LLC",SAN GIORGIO OF CUCAMONGA WINERY & VINEYARDS,10013 8TH ST UNIT W,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
CA-W-21205,"WINE MAKERS, INC.",THE WINE TAILOR,8916 FOOTHILL BLVD STE K3,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
CA-W-23860,"BEKH CELLARS, INC.",WATERS EDGE WINERY,"8560 VINEYARD STE 406, 407 & 408 AVE",RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
CA-WS-3588,"MIZKAN AMERICA, INC.",,10037 8TH ST,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
CA-W-17520,RV & JM INC.,STATE STREET WINERY OF REDLANDS,404 E STATE ST,REDLANDS,CA,92373,SAN BERNARDINO
CA-W-3066,BRIAN & CAMILLE BRANDT,BRANDT FAMILY WINERY,750 E 25TH ST,UPLAND,CA,91784,SAN BERNARDINO
CA-W-22252,"OAK GLEN CIDER COMPANY, LLC",,39611 OAK GLEN RD,YUCAIPA,CA,92399,SAN BERNARDINO
CA-W-23599,NORTH CORK VINEYARD & WINERY,,9677 YUCAIPA RIDGE RD,YUCAIPA,CA,92399,SAN BERNARDINO
CA-W-21920,"SNOW-LINE ORCHARD, LLC",,39400 OAK GLEN RD,YUCAIPA,CA,92399,SAN BERNARDINO
CA-W-21143,CRAIG STEVEN SUVEG AND KAREN PATRICIA SUVEG,SUVEG CELLARS,37296 IRONWOOD DR,YUCAIPA,CA,92399,SAN BERNARDINO
CA-W-23494,DEVINERY CELLARS LLC,DEVINERY CELLARS,537 BEAR VIEW WAY,ALPINE,CA,91901,SAN DIEGO
CA-W-16341,TIMOTHY LEE PETERSEN,ROCK CANYON VINEYARDS,3355 EMMANUEL WAY,ALPINE,CA,91901,SAN DIEGO
CA-W-23224,HUEFTLE INC,HUEFTLE FARMS VINEYARD,4582 VALLE DEL SOL,BONSALL,CA,92003,SAN DIEGO
CA-W-23285,LIONSGATE ESTATE & VINEYARD LLC,FORD'S GARAGE WINERY - LIONSGATE ESTATE WINERY,31809 PASEO LINDO,BONSALL,CA,92003,SAN DIEGO
CA-W-17641,CAMPO CREEK VINEYARDS LLC,CAMPO CREEK VINEYARDS,29556 HIGHWAY 94,CAMPO,CA,91906,SAN DIEGO
CA-W-2224,WITCH CREEK WINERY,,2906 CARLSBAD BLVD,CARLSBAD,CA,92008,SAN DIEGO
CA-W-21671,CALIFORNIA FRUIT WINE CORP.,CALIFORNIA FRUIT WINE COMPANY,3186 LIONSHEAD AVE STE 150,CARLSBAD,CA,92010,SAN DIEGO
CA-W-22097,"CARRUTH CELLARS, LLC",CARRUTH CELLARS,2727 STATE ST STE 110,CARLSBAD,CA,92008,SAN DIEGO
CA-W-21288,LITTLE OAKS WINERY LLC,,6084 CORTE DEL CEDRO STE 105,CARLSBAD,CA,92011,SAN DIEGO
CA-W-22769,"VALENTINA VINEYARDS, LLC",,17322 94 HWY,DULZURA,CA,91917,SAN DIEGO
CA-W-21348,"DULZURA VINEYARD AND WINERY, LLC",DULZURA VINEYARD AND WINERY,17323 HIGHWAY 94,DULZURA,CA,91917,SAN DIEGO
CA-W-23717,"BURTECH FAMILY VINEYARD, LLC",BURTECH FAMILY VINEYARD,102 SECOND ST,ENCINITAS,CA,92024,SAN DIEGO
CA-W-22403,"COSTA AZUL WINERY, INC.",SOLTERRA WINERY,934 N COAST HWY 101,ENCINITAS,CA,92024,SAN DIEGO
CA-W-23317,JOHN C REDMOND,HIGHLAND RIDGE VINEYARDS,15036 HIGHLAND VALLEY RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-17296,"VESPER VINEYARDS, LLC",VESPER VINEYARDS,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-23083,"RONALD M. BAS, LLC",BASTIANS VINEYARDS,15326 BANDY CANYON RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-3217,GERARDO CORDIANO AND ROSAMARIA CORDIANO,CORDIANO WINERY,15732 HIGHLAND VALLEY RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-23819,EFFENBERGER VINEYARDS,EFFENBERGER VINEYARDS,2347 MOUNTAIN VIEW DR,ESCONDIDO,CA,92027,SAN DIEGO
CA-W-3030,"DEER PARK ESCONDIDO, LLC",DEER PARK ESCONDIDO,29013 CHAMPAGNE BLVD,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-21835,"OLD SURVEY VINEYARDS, INC.",,16850 OLD SURVEY RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-22402,"FORGOTTEN BARREL, LLC",,1120 W 15TH AVE,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-17694,"THOMAS COLE, ALAN GRANT, ERIC SMITH",ERALTO VINEYARD,14196 SUMMIT CREST,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-1979,"ORFILA VINEYARDS, INC.",ORFILA VINEYARDS,13455 SAN PASQUAL RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-17489,ALTIPIANO VINEYARD AND WINERY LLC,ALTIPIANO VINEYARD AND WINERY,20365 CAMINO DEL AGUILA,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-16436,"JEFFREY A. LAZENBY, INC.",,26312 MESA ROCK RD,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-3451,"BELLE MARIE WINERY, LLC",,26312 MESA ROCK RD,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-20547,LORDPUFFER TRUST,LORDPUFFER VINEYARDS,6930 LOS VIENTOS SERENOS,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-21780,"VINO PREGIATI, LLC",,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-22305,RANCHO GUEJITO VINEYARD,,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-22152,"STARVATION MOUNTAIN VINEYARDS, LLC",,18404 STARVATION MOUNTAIN ROAD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-22016,HIGHLAND VALLEY VENTURES LLC,HIGHLAND VALLEY VINEYARDS,15412 BANDY CANYON RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-21268,ARTIFACT VINEYARD AND WINERY LLC,,15404 HIGHLAND VALLEY RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-21255,EDWARD E EMBLY & JEANNINE E EMBLY,HUNGRY HAWK VINEYARDS,3255 SUMMIT DR,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-17073,"ALLIANCE INTERNATIONAL TRADE & INVESTMENT GROUP, INC.",BLUE-MERLE WINERY,9709 CANYON COUNTRY LN,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-21451,TOM HAASE,MANZANITA RIDGE WINERY,27044 LOTUS POND LN,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-22692,GLOBAL SPORTS MARKETING AND EVENTS INC.,SILENT BOB'S VINEYARD,25445 JESMOND DENE RD,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-17639,JODY B. TOWE,J. BRIX WINES,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-21716,"ZXQ ENTERPRISES, LLC",ZXQ VINEYARDS,15454 HIGHLANDS CREST WAY,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-17254,"COYOTE OAKS VINEYARDS, LLC",,9843 OAK RIDGE RD,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-21341,"STEHLEON VINEYARDS, INC.",,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-22547,"DAHA, LLC",,16138 HIGHLAND VALLEY RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-20347,ROBERTO ESPINOSA & NOELLE ESPINOSA,ESPINOSA VINEYARD,15360 BRANDY CANYON RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-21379,REIDY CREEK VINEYARD AND WINERY LLC,,27118 N BROADWAY ST,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-15878,SAMUEL D. & LESLIE B. ORIZA,ORIZABA WINERY,158 CALLE LINDA,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17402,"CASA TIENE VISTA VINEYARD,LLC",CASA TIENE VISTA,4150 ROCK MOUNTAIN ROAD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-2683,"PREMIUM VINTNERS, LLC",,2554 VIA RANCHEROS,FALLBROOK,CA,92028,SAN DIEGO
CA-W-20408,TOM BOURNE CARSON,THE VINEYARD AT 1924,1924 E MISSION RD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-20068,MARCIA FLOWERS,TOASTED OAK VINEYARDS & WINERY,190 RED MOUNTAIN LN,FALLBROOK,CA,92028,SAN DIEGO
CA-W-23598,THE LAST WYNN LLC,,249 VIA DE AMO,FALLBROOK,CA,92028,SAN DIEGO
CA-W-23981,"ADOBE HILL, LTD.",ADOBE HILL,40740 VIA RANCHITOS,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17680,"SBLENDORIO WINERY, LLC",,38973 DE LUZ RD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17396,"R.L. TRILLIUM, LLC",IACOBELLI WINERIES,2175 TECALOTE DR,FALLBROOK,CA,92028,SAN DIEGO
CA-W-21462,MYRTLE CREEK VINEYARDS LLC,,1600 VIA VISTA DR BLDG,FALLBROOK,CA,92028,SAN DIEGO
CA-W-23543,ROMIGLIO RIDGE L.L.C.,"ROMIGLIO RIDGE, L.L.C.",1651 SCOOTER LN,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17257,JAMES HAROLD & JUDITH ANNE BRADY,ROADRUNNER RIDGE WINERY,4233 ROSA RANCHO LN,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17690,"LOS WILLOWS WINERY, LLC",,534 STEWART CANYON RD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17277,"BEACH HOUSE WINERY, INC.",BEACH HOUSE WINERY,1534 SLEEPING INDIAN RD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-21777,DIANNE LYNNE COLLIS,DEERHORN VALLEY VINEYARDS,2516 HONEY SPRINGS RD,JAMUL,CA,91935,SAN DIEGO
CA-W-21977,MANESS VINEYARDS AND CASI CIELO FARM LLC,,3044 COLINA VERDE LN,JAMUL,CA,91935,SAN DIEGO
CA-W-17317,"J PILAR WINERY, INC",JPILAR WINERY,3113 CALLE ALLEJANDRO,JAMUL,CA,91935,SAN DIEGO
CA-W-23180,RUSTY RIDGE WINERY LLC,RUSTIC RIDGE VINEYARDS,15262 LYONS VALLEY RD,JAMUL,CA,91935,SAN DIEGO
CA-W-21312,GRANITE LION CELLARS LLC,STEELE CANYON WINERY,15201 PRESILLA DR B,JAMUL,CA,91935,SAN DIEGO
CA-W-23063,VECCHIEOSO LLC,,19365 ELENA LN,JAMUL,CA,91935,SAN DIEGO
CA-W-21299,"SPANISH PEACOCK WINERY, INC.",SPANISH PEACOCK WINERY,16987 LYONS VALLEY RD,JAMUL,CA,91935,SAN DIEGO
CA-W-1303,"MENGHINI WINERY, INC.",,1150 JULIAN ORCHARDS DR,JULIAN,CA,92036,SAN DIEGO
CA-W-2484,"CENTURY TUBES, INC.",,4200 HIGHWAY 78,JULIAN,CA,92036,SAN DIEGO
CA-W-23685,STORUM RANCH CIDER & WINE,STORUM RANCH CIDER AND WINE,1878 WYNOLA RD,JULIAN,CA,92036,SAN DIEGO
CA-W-22709,"CENTURY TUBES, INC.",CALICO CIDERY,4200 HIGHWAY 78,JULIAN,CA,92036,SAN DIEGO
CA-W-22131,"THE JULIAN WINERY, LLC",,4470 HIGHWAY 78 BLDG 4,JULIAN,CA,92036,SAN DIEGO
CA-W-21993,BRIAN KENNER,JULIAN CIDERWORKS,17550 HARRISON PARK RD,JULIAN,CA,92036,SAN DIEGO
CA-W-22136,VOLCAN MOUNTAIN WINERY LLC,VOLCAN MOUNTAIN WINERY,1255 JULIAN ORCHARDS DR,JULIAN,CA,92036,SAN DIEGO
CA-W-21839,JULIAN HARD CIDER LLC,JULIAN HARD CIDER,2641 APPLE LN,JULIAN,CA,92036,SAN DIEGO
CA-W-22072,"JOOSTE WINE, LLC",LJ CRAFTED WINES,5621 LA JOLLA BLVD,LA JOLLA,CA,92037,SAN DIEGO
CA-W-22599,WYATT OAKS WINERY LLC,WYATT OAKS WINERY,8167 CENTER ST,LA MESA,CA,91942,SAN DIEGO
CA-W-17674,"TOAST OF THE TOWN, INC.",SAN PASQUAL WINERY,8140 CENTER ST,LA MESA,CA,91942,SAN DIEGO
CA-W-23115,"TOAST OF THE TOWN, INC",SAN PASQUAL WINERY,8364 LA MESA BLVD,LA MESA,CA,91942,SAN DIEGO
CA-W-16739,"TOAST OF THE TOWN, INC.",SAN PASQUAL WINERY,8167 CENTER ST,LA MESA,CA,91942,SAN DIEGO
CA-W-22908,"MHM GLASS ETCHING, INC.",MHM GLASS ETCHING,900 CIVIC CENTER DR,NATIONAL CITY,CA,91950,SAN DIEGO
CA-W-17723,"WINEGREETING.COM, INC.",WINEGREETING.COM,4747 OCEANSIDE BLVD SUITE E,OCEANSIDE,CA,92056,SAN DIEGO
CA-W-23426,"CARRUTH CELLARS, LLC",CARRUTH CELLARS,3229 ROYMAR RD,OCEANSIDE,CA,92058,SAN DIEGO
CA-W-16278,"FIFTY BARRELS, INC.",CARLSBAD COASTAL WINERY,3800 OCEANIC #106,OCEANSIDE,CA,92056,SAN DIEGO
CA-W-21158,GOLDEN COAST MEAD LLC,GOLDEN COAST MEAD,4089 OCEANSIDE BLVD STE H,OCEANSIDE,CA,92056,SAN DIEGO
CA-W-20335,PAUL DOUGLAS MATTUCCI,MATTUCCI WINERY,3728 MARITIME WAY BLDG 42,OCEANSIDE,CA,92056,SAN DIEGO
CA-W-15252,JACK L. WOODS,ORANGE WOODS WINERY,17755 MESA DR,PAUMA VALLEY,CA,92061,SAN DIEGO
CA-W-17737,"CORTE MADERA VINEYARDS, LLC.",RAMSRIDGE,7473 CORTE MADERA RD,PINE VALLEY,CA,91962,SAN DIEGO
CA-W-22868,"MISSION CELLARS, LLC",MISSION CELLARS,14053 MIDLAND RD,POWAY,CA,92064,SAN DIEGO
CA-W-23941,"THE CALIFORNIA SPIRITS COMPANY, LLC",,12190 DEARBORN PL,POWAY,CA,92064,SAN DIEGO
CA-W-16207,OLD COACH VINEYARDS & WINERY LLC,OLD COACH VINEYARDS,19050 OLD COACH WAY,POWAY,CA,92064,SAN DIEGO
CA-W-23734,MICHELLE MANN,,16344 EAGLES CREST RD,RAMONA,CA,92065,SAN DIEGO
CA-W-17552,"RAMONA RANCH WINERY, LLC",RAMONA RANCH WINERY,23578 HIGHWAY 78,RAMONA,CA,92065,SAN DIEGO
CA-W-23266,POCO MONTANA LLC,POCO MONTANA,23136 VISTA RAMONA RD,RAMONA,CA,92065,SAN DIEGO
CA-W-15144,WILLIAM JOHN HOLZHAUER,HACIENDA DE LAS ROSAS,18011 BLUEGRASS RD,RAMONA,CA,92065,SAN DIEGO
CA-W-23136,"120 C AVENUE, LLC",STOPLIGHT WINERY,26401 78 HWY,RAMONA,CA,92065,SAN DIEGO
CA-W-23530,OLD JULIAN VINEYARDS & WINERY LLC,OLD JULIAN VINEYARDS & WINERY,25352 E OLD JULIAN HWY,RAMONA,CA,92065,SAN DIEGO
CA-W-15266,"PYRAMID VINEYARD, INC.",PYRAMID VINEYARD,130 MAGNOLIA AVE,RAMONA,CA,92065,SAN DIEGO
CA-W-3220,"SUNLAND ENTERPRISES, LLC",SALERNO WINERY,17948 HIGHWAY 67,RAMONA,CA,92065,SAN DIEGO
CA-W-15706,CACTUS STAR LLC,CACTUS STAR VINEYARD,17029 HANDLEBAR RD,RAMONA,CA,92065,SAN DIEGO
CA-W-16315,"RAMONA VINTNERS CELLARS, INC.",LENORA WINERY,25932 E OLD JULIAN HWY,RAMONA,CA,92065,SAN DIEGO
CA-W-2206,"SCHWAESDALL WINERY, INC.",SCHWAESDALL WINERY,17677 RANCHO DE ORO DR,RAMONA,CA,92065,SAN DIEGO
CA-W-15985,JENNIFER J. JENKIN,PAMO VALLEY WINERY,20997 BLACK CANYON RD,RAMONA,CA,92065,SAN DIEGO
CA-W-22995,PAX RAMONA LLC,,16540 GREEN VALLEY TRUCK TRAIL,RAMONA,CA,92065,SAN DIEGO
CA-W-24032,MAHOGANY MOUNTAIN VINEYARD AND WINERY LLC,MAHOGANY MOUNTAIN VINEYARD AND WINERY,14905 MUSSEY GRADE RD,RAMONA,CA,92065,SAN DIEGO
CA-W-22011,"TURQUOISE BARN CIDER, LLC",TURQUOISE BARN CIDER,955 MAPLE ST,RAMONA,CA,92065,SAN DIEGO
CA-W-22765,"ITAQUE VINEYARDS, INC",ITAQUE VINEYARDS,1054 ALICE ST,RAMONA,CA,92065,SAN DIEGO
CA-W-17759,WILLIAM JOHN HOLZHAUER,HACIENDA DE LAS ROSAS,18011 BLUEGRASS RD,RAMONA,CA,92065,SAN DIEGO
CA-W-15703,CAROLYN HARRIS AND PAUL HARRIS,CHUPAROSA VINEYARDS,910 GEM LN,RAMONA,CA,92065,SAN DIEGO
CA-W-15884,ALFREDO & SABRINA GALLONE,PRINCIPE DI TRICASE WINERY,18425 HIGHLAND VALLEY RD,RAMONA,CA,92065,SAN DIEGO
CA-W-16949,"NANCAR VINEYARD, INC",NANCAR VINEYARD,24746 RANCHO SANTA TERESA DR,RAMONA,CA,92065,SAN DIEGO
CA-W-22776,SUNRISE VINEYARDS LLC,,16620 HIGHLAND VALLEY RD,RAMONA,CA,92065,SAN DIEGO
CA-W-17241,"HIGHLAND HILLS CELLARS, LLC",HIGHLAND HILLS CELLARS,18545 RANGELAND RD,RAMONA,CA,92065,SAN DIEGO
CA-W-22889,PROSPORTS PRODUCTS,TRE COLLINE THREE HILLS WINERY,16805 HIGHLAND VALLEY RD,RAMONA,CA,92065,SAN DIEGO
CA-W-15853,DENNIS GRIMES & JULIE GRIMES,EAGLES NEST WINERY,18259 CHABLIS RD,RAMONA,CA,92065,SAN DIEGO
CA-W-17709,"RANCHO CORRECAMINOS, LLC",CORRECAMINOS VINEYARD & WINERY,1934 PAMO RD,RAMONA,CA,92065,SAN DIEGO
CA-W-23014,"RASHELICA WINERY, LLC",,17948 67 HWY,RAMONA,CA,92065,SAN DIEGO
CA-W-21062,"CHINOOK CELLARS, INC.",HATFIELD CREEK WINERY,1625 HIGHWAY 78,RAMONA,CA,92065,SAN DIEGO
CA-W-17355,"TURTLE ROCK RIDGE VINEYARD WINERY, INC",TURTLE ROCK RIDGE VINEYARD WINERY,18351 WOODS HILL LN,RAMONA,CA,92065,SAN DIEGO
CA-W-21274,"S & S GARCIA & ASSOCIATES, LLC",GARCIA'S VINEYARD & WINERY,1152 A JAYBIRD LANE LN,RAMONA,CA,92065,SAN DIEGO
CA-W-21682,DAVID S. HARBOUR,HARBOUR FARM AND VINEYARD,3326 HIGHWAY 67,RAMONA,CA,92065,SAN DIEGO
CA-W-22059,"RANCHO SAN MARTIN VINEYARD, LLC",,17249 SUNDANCE DR,RAMONA,CA,92065,SAN DIEGO
CA-W-21135,POPPAEA VINEYARD LLC,POPPAEA VINEYARD,25643 OLD JULIAN HIGHWAY,RAMONA,CA,92065,SAN DIEGO
